Number of Schools by Management and Year of Establishment                              Report Id : 1001,,,,,,,,
Report Generated By NIC,,,,Report Export Date :06 Mar 2025 09:49 PM,,,,
Academic Year:undefined,,State Name :all,,District Name :none,,Block Name :none,,
,,Present Management of School,,,,,,
Location,Establishment Year,State Govt,Central Govt,Govt Aided,Private,Others,Total School,Cumulative Total School
Bihar,2000,737,0,1,171,137,1046,1046
Bihar,1999,599,0,1,109,65,774,774
Bihar,1998,155,2,2,123,62,344,344
Bihar,1997,241,4,0,118,64,427,427
Bihar,1996,443,2,1,99,58,603,603
Bihar,1995,492,2,0,101,86,681,681
Bihar,1994,424,8,0,85,56,573,573
Bihar,1993,241,1,0,77,54,373,373
Bihar,1992,155,1,0,88,51,295,295
Bihar,1991,83,2,3,57,35,180,180
Bihar,1990,185,0,2,103,43,333,333
Bihar,1989,150,2,4,60,34,250,250
Bihar,1988,944,5,1,54,30,1034,1034
Bihar,1987,846,11,1,79,480,1417,1417
Bihar,1986,494,9,2,72,58,635,635
Bihar,1985,497,0,4,120,78,699,699
Bihar,1984,307,0,7,108,48,470,470
Bihar,1983,205,0,2,144,32,383,383
Bihar,1982,337,1,5,164,29,536,536
Bihar,1981,206,1,6,123,25,361,361
Bihar,1980,839,0,29,193,108,1169,1169
Bihar,1979,202,1,54,102,23,382,382
Bihar,1978,377,0,110,72,65,624,624
Bihar,1977,303,1,48,19,61,432,432
Bihar,1976,554,0,20,15,66,655,655
Bihar,1975,660,0,17,12,44,733,733
Bihar,1974,586,0,6,13,37,642,642
Bihar,1973,877,1,5,9,56,948,948
Bihar,1972,1618,0,7,21,61,1707,1707
Bihar,1971,2639,0,6,11,47,2703,2703
Bihar,1970,1095,0,5,15,69,1184,1184
Bihar,1969,436,0,9,13,28,486,486
Bihar,1968,771,0,11,11,50,843,843
Bihar,1967,628,1,7,13,15,664,664
Bihar,1966,739,1,4,7,23,774,774
Bihar,1965,1822,1,6,12,65,1906,1906
Bihar,1964,1038,0,4,10,27,1079,1079
Bihar,1963,881,1,0,8,20,910,910
Bihar,1962,2429,0,5,5,104,2543,2543
Bihar,1961,948,0,3,4,43,998,998
Bihar,1960,2441,0,12,4,60,2517,2517
Bihar,1959,1039,0,10,2,15,1066,1066
Bihar,1958,1291,0,5,2,24,1322,1322
Bihar,1957,839,0,6,7,15,867,867
Bihar,1956,1872,0,11,1,23,1907,1907
Bihar,1955,1283,0,10,3,11,1307,1307
Bihar,1954,1442,0,4,2,12,1460,1460
Bihar,1953,747,0,3,3,15,768,768
Bihar,1952,1879,0,1,2,21,1903,1903
Bihar,1951,705,0,1,1,5,712,712
Bihar,1950,1432,0,9,3,20,1464,1464
Bihar,1949,608,0,7,3,6,624,624
Bihar,1948,706,0,2,1,3,712,712
Bihar,1947,356,0,4,0,6,366,366
Bihar,1946,251,0,1,3,3,258,258
Bihar,1945,424,0,11,2,4,441,441
Bihar,1944,180,0,1,1,3,185,185
Bihar,1943,144,0,3,2,4,153,153
Bihar,1942,441,0,8,1,6,456,456
Bihar,1941,178,0,9,1,1,189,189
Bihar,1940,388,0,4,0,2,394,394
Bihar,1939,342,0,8,1,3,354,354
Bihar,1938,305,0,9,1,5,320,320
Bihar,1937,229,0,10,0,1,240,240
Bihar,1936,385,0,10,0,1,396,396
Bihar,1935,441,0,9,0,1,451,451
Bihar,1934,454,0,11,0,6,471,471
Bihar,1933,125,0,5,0,1,131,131
Bihar,1932,398,0,13,0,7,418,418
Bihar,1931,122,0,4,1,2,129,129
Bihar,1930,329,0,3,0,3,335,335
Bihar,1929,158,0,8,0,1,167,167
Bihar,1928,161,0,10,0,3,174,174
Bihar,1927,130,0,7,0,4,141,141
Bihar,1926,161,0,12,0,2,175,175
Bihar,1925,214,0,6,0,3,223,223
Bihar,1924,144,0,4,1,1,150,150
Bihar,1923,73,0,3,0,3,79,79
Bihar,1922,99,0,4,0,0,103,103
Bihar,1921,118,0,5,0,5,128,128
Bihar,1920,172,0,4,0,1,177,177
Bihar,1919,114,0,2,0,1,117,117
Bihar,1918,85,0,5,0,2,92,92
Bihar,1917,123,0,5,2,6,136,136
Bihar,1916,60,0,0,1,2,63,63
Bihar,1915,56,0,2,0,2,60,60
Bihar,1914,67,0,1,0,0,68,68
Bihar,1913,38,0,1,1,0,40,40
Bihar,1912,61,0,6,0,3,70,70
Bihar,1911,33,0,4,0,2,39,39
Bihar,1910,43,0,1,0,2,46,46
Bihar,1909,33,0,2,0,2,37,37
Bihar,1908,25,0,3,0,1,29,29
Bihar,1907,27,0,2,0,0,29,29
Bihar,1906,29,0,2,0,1,32,32
Bihar,1905,103,0,1,0,3,107,107
Bihar,1904,42,0,0,0,1,43,43
Bihar,1903,39,0,1,0,0,40,40
Bihar,1902,71,0,1,0,4,76,76
Bihar,1901,88,0,2,0,0,90,90
Bihar,1900,54,0,0,0,1,55,55
Bihar,1899,7,0,0,0,1,8,8
Bihar,1898,13,0,2,0,0,15,15
Bihar,1897,4,0,1,1,1,7,7
Bihar,1896,6,0,0,0,1,7,7
Bihar,1895,16,0,0,0,0,16,16
Bihar,1894,6,0,1,0,0,7,7
Bihar,1893,2,0,0,0,0,2,2
Bihar,1892,10,0,0,0,0,10,10
Bihar,1891,8,0,1,0,0,9,9
Bihar,1890,13,0,2,0,0,15,15
Bihar,1889,10,1,2,0,0,13,13
Bihar,1888,6,0,0,0,1,7,7
Bihar,1887,7,0,0,0,0,7,7
Bihar,1886,5,0,2,0,0,7,7
Bihar,1885,48,0,1,0,0,49,49
Bihar,1884,5,0,2,0,1,8,8
Bihar,1883,6,0,1,1,0,8,8
Bihar,1882,8,0,0,0,0,8,8
Bihar,1881,4,0,0,0,0,4,4
Bihar,1880,5,0,1,0,0,6,6
Bihar,1879,1,0,1,0,0,2,2
Bihar,1878,2,0,0,0,0,2,2
Bihar,1877,3,0,0,0,0,3,3
Bihar,1876,3,0,0,0,0,3,3
Bihar,1875,4,0,0,0,0,4,4
Bihar,1874,2,0,0,0,0,2,2
Bihar,1873,2,0,0,0,0,2,2
Bihar,1872,5,0,0,0,0,5,5
Bihar,1871,3,0,0,0,0,3,3
Bihar,1870,2,0,0,0,0,2,2
Bihar,1869,3,0,0,0,0,3,3
Bihar,1868,1,1,0,0,0,2,2
Bihar,1867,2,0,0,0,0,2,2
Bihar,1866,4,0,0,0,0,4,4
Bihar,1865,5,0,1,0,0,6,6
Bihar,1864,2,0,0,0,0,2,2
Bihar,1863,2,0,0,0,0,2,2
Bihar,1862,2,0,0,0,0,2,2
Bihar,1861,2,0,0,0,0,2,2
Bihar,1860,3,0,0,0,0,3,3
Bihar,1859,1,0,0,0,0,1,1
Bihar,1858,0,0,0,1,0,1,1
Bihar,1857,3,0,0,0,0,3,3
Bihar,1856,3,0,0,0,0,3,3
Bihar,1854,4,0,3,0,0,7,7
Bihar,1853,2,0,0,0,0,2,2
Bihar,1852,1,0,0,0,0,1,1
Bihar,1851,2,0,0,0,0,2,2
Bihar,1850,3,0,0,0,0,3,3
Bihar,1845,1,0,0,0,0,1,1
Bihar,1844,1,0,0,0,0,1,1
Bihar,1835,1,0,0,0,0,1,1
Bihar,1834,1,0,1,0,0,2,2
Bihar,1833,1,0,0,0,0,1,1
Bihar,1829,1,0,0,0,0,1,1
Bihar,1826,1,0,0,0,0,1,1
Bihar,1823,1,0,0,0,0,1,1
Bihar,1805,1,0,0,0,0,1,1
Bihar,1804,1,0,0,0,0,1,1
Bihar,1802,1,0,0,0,0,1,1
Bihar,1801,1,0,0,0,0,1,1
Bihar,1800,5,0,0,0,0,5,5
Bihar,1766,0,0,0,1,1,2,2
Bihar,1761,1,0,0,0,0,1,1
Bihar,1716,10,0,0,0,1,11,11
Bihar,1715,1,0,0,2,0,3,3
Chandigarh,2021,2,0,0,0,0,2,2
Chandigarh,2020,2,0,0,0,0,2,2
Chandigarh,2019,1,0,0,0,0,1,1
Chandigarh,2017,1,0,0,0,0,1,1
Chandigarh,2016,5,0,0,0,0,5,5
Chandigarh,2015,3,0,0,0,0,3,3
Chandigarh,2014,1,0,0,0,0,1,1
Chandigarh,2013,3,0,0,1,0,4,4
Chandigarh,2012,1,0,0,0,0,1,1
Chandigarh,2011,0,0,0,1,0,1,1
Chandigarh,2010,0,0,0,1,0,1,1
Chandigarh,2009,0,0,0,1,0,1,1
Chandigarh,2008,2,0,0,2,1,5,5
Chandigarh,2007,1,0,0,2,0,3,3
Chandigarh,2006,1,0,0,3,0,4,4
Chandigarh,2005,0,0,0,2,0,2,2
Chandigarh,2004,0,0,0,7,1,8,8
Chandigarh,2003,0,0,0,3,1,4,4
Chandigarh,2002,1,0,0,1,1,3,3
Chandigarh,2001,0,0,0,0,3,3,3
Chandigarh,2000,0,0,0,1,3,4,4
Chandigarh,1999,0,0,0,1,1,2,2
Chandigarh,1997,0,0,0,1,1,2,2
Chandigarh,1996,0,0,0,0,1,1,1
Chandigarh,1994,4,0,0,2,2,8,8
Chandigarh,1993,1,0,0,1,2,4,4
Chandigarh,1992,5,0,0,1,1,7,7
Chandigarh,1991,3,0,0,0,4,7,7
Chandigarh,1990,3,0,0,1,0,4,4
Chandigarh,1989,2,0,0,2,0,4,4
Chandigarh,1988,2,0,0,0,1,3,3
Chandigarh,1987,5,1,0,1,0,7,7
Chandigarh,1986,2,0,0,2,1,5,5
Chandigarh,1985,0,0,0,3,0,3,3
Chandigarh,1984,1,2,0,3,0,6,6
Chandigarh,1983,3,0,0,3,0,6,6
Chandigarh,1982,1,0,0,1,0,2,2
Chandigarh,1981,0,0,0,1,0,1,1
Chandigarh,1980,2,0,0,0,0,2,2
Chandigarh,1979,6,1,0,0,1,8,8
Chandigarh,1978,4,0,0,0,0,4,4
Chandigarh,1977,0,0,0,3,0,3,3
Chandigarh,1976,5,0,0,1,0,6,6
Chandigarh,1975,4,0,0,2,0,6,6
Chandigarh,1974,2,1,0,3,0,6,6
Chandigarh,1973,1,0,0,3,0,4,4
Chandigarh,1972,3,0,1,3,1,8,8
Chandigarh,1971,3,0,0,0,0,3,3
Chandigarh,1970,3,0,0,2,0,5,5
Chandigarh,1969,3,0,0,0,1,4,4
Chandigarh,1968,1,1,0,3,0,5,5
Chandigarh,1967,0,0,0,1,0,1,1
Chandigarh,1966,1,1,0,1,0,3,3
Chandigarh,1965,1,0,1,1,0,3,3
Chandigarh,1964,2,0,1,0,0,3,3
Chandigarh,1962,1,0,0,0,0,1,1
Chandigarh,1961,1,0,0,0,0,1,1
Chandigarh,1960,2,0,0,2,0,4,4
Chandigarh,1959,0,0,0,1,0,1,1
Chandigarh,1958,1,0,0,0,0,1,1
Chandigarh,1957,2,0,1,1,0,4,4
Chandigarh,1956,0,0,1,0,0,1,1
Chandigarh,1955,1,0,1,0,0,2,2
Chandigarh,1954,3,0,0,0,0,3,3
Chandigarh,1953,1,0,0,1,0,2,2
Chandigarh,1952,4,0,0,0,0,4,4
Chandigarh,1951,1,0,0,0,0,1,1
Chandigarh,1950,1,0,0,0,0,1,1
Chandigarh,1936,1,0,0,0,0,1,1
Chandigarh,1932,0,0,1,0,0,1,1
Chhattisgarh,2022,4,1,1,18,0,24,24
Chhattisgarh,2021,42,0,0,188,0,230,230
Chhattisgarh,2020,61,1,1,160,0,223,223
Chhattisgarh,2019,48,1,0,294,2,345,345
Chhattisgarh,2018,151,0,1,233,21,406,406
Chhattisgarh,2017,142,16,0,345,16,519,519
Chhattisgarh,2016,182,0,0,429,20,631,631
Chhattisgarh,2015,43,1,0,352,7,403,403
Chhattisgarh,2014,55,1,0,248,10,314,314
Chhattisgarh,2013,203,0,0,256,21,480,480
Chhattisgarh,2012,128,0,0,259,5,392,392
Chhattisgarh,2011,1412,1,0,212,2,1627,1627
Chhattisgarh,2010,748,1,0,192,6,947,947
Chhattisgarh,2009,320,1,0,153,7,481,481
Chhattisgarh,2008,514,2,1,166,9,692,692
Chhattisgarh,2007,975,2,0,189,21,1187,1187
Chhattisgarh,2006,4357,4,0,211,24,4596,4596
Chhattisgarh,2005,2727,2,1,185,15,2930,2930
Chhattisgarh,2004,1635,1,1,272,17,1926,1926
Chhattisgarh,2003,2095,2,0,234,17,2348,2348
Chhattisgarh,2002,269,2,0,230,6,507,507
Chhattisgarh,2001,380,1,4,206,14,605,605
Chhattisgarh,2000,506,0,0,227,13,746,746
Chhattisgarh,1999,399,0,0,124,4,527,527
Chhattisgarh,1998,1829,0,1,137,12,1979,1979
Chhattisgarh,1997,2923,1,3,131,0,3058,3058
Chhattisgarh,1996,861,0,2,151,2,1016,1016
Chhattisgarh,1995,794,0,3,145,4,946,946
Chhattisgarh,1994,113,1,2,111,0,227,227
Chhattisgarh,1993,367,4,1,138,3,513,513
Chhattisgarh,1992,393,0,2,177,3,575,575
Chhattisgarh,1991,626,0,4,95,1,726,726
Chhattisgarh,1990,169,0,3,83,2,257,257
Chhattisgarh,1989,433,4,1,73,0,511,511
Chhattisgarh,1988,226,0,14,37,0,277,277
Chhattisgarh,1987,563,4,7,37,2,613,613
Chhattisgarh,1986,536,3,5,31,1,576,576
Chhattisgarh,1985,208,0,4,34,1,247,247
Chhattisgarh,1984,304,0,4,31,0,339,339
Chhattisgarh,1983,153,2,6,22,0,183,183
Chhattisgarh,1982,514,1,4,31,0,550,550
Chhattisgarh,1981,1399,1,4,17,0,1421,1421
Chhattisgarh,1980,346,0,1,24,0,371,371
Chhattisgarh,1979,661,3,5,16,0,685,685
Chhattisgarh,1978,560,0,9,19,1,589,589
Chhattisgarh,1977,325,0,3,13,0,341,341
Chhattisgarh,1976,372,0,5,10,0,387,387
Chhattisgarh,1975,361,0,2,9,0,372,372
Chhattisgarh,1974,621,0,8,14,0,643,643
Chhattisgarh,1973,942,0,2,5,0,949,949
Chhattisgarh,1972,2012,1,7,10,0,2030,2030
Chhattisgarh,1971,696,0,6,9,0,711,711
Chhattisgarh,1970,199,0,4,4,0,207,207
Chhattisgarh,1969,132,0,3,17,0,152,152
Chhattisgarh,1968,118,0,15,8,0,141,141
Chhattisgarh,1967,328,0,5,4,0,337,337
Chhattisgarh,1966,216,0,4,4,0,224,224
Chhattisgarh,1965,440,0,11,7,0,458,458
Chhattisgarh,1964,1527,1,11,0,0,1539,1539
Chhattisgarh,1963,659,1,1,2,0,663,663
Chhattisgarh,1962,758,0,7,1,0,766,766
Chhattisgarh,1961,217,0,5,3,0,225,225
Chhattisgarh,1960,364,0,8,1,0,373,373
Chhattisgarh,1959,319,0,10,0,0,329,329
Chhattisgarh,1958,1276,0,5,2,0,1283,1283
Chhattisgarh,1957,582,0,13,1,0,596,596
Chhattisgarh,1956,871,0,7,4,0,882,882
Chhattisgarh,1955,326,0,5,0,0,331,331
Chhattisgarh,1954,539,0,23,1,0,563,563
Chhattisgarh,1953,329,0,5,1,0,335,335
Chhattisgarh,1952,401,0,12,0,0,413,413
Chhattisgarh,1951,70,0,2,0,0,72,72
Chhattisgarh,1950,192,0,2,0,0,194,194
Chhattisgarh,1949,391,0,2,0,0,393,393
Chhattisgarh,1948,298,0,4,1,0,303,303
Chhattisgarh,1947,56,0,2,0,0,58,58
Chhattisgarh,1946,38,0,2,0,0,40,40
Chhattisgarh,1945,37,0,6,0,0,43,43
Chhattisgarh,1944,24,0,1,0,0,25,25
Chhattisgarh,1943,23,0,2,0,0,25,25
Chhattisgarh,1942,49,0,5,0,0,54,54
Chhattisgarh,1941,14,0,0,0,0,14,14
Chhattisgarh,1940,23,0,1,0,0,24,24
Chhattisgarh,1939,50,0,20,0,0,70,70
Chhattisgarh,1938,28,0,3,0,0,31,31
Chhattisgarh,1937,23,0,7,0,0,30,30
Chhattisgarh,1936,31,0,3,1,0,35,35
Chhattisgarh,1935,52,0,1,0,0,53,53
Chhattisgarh,1934,33,0,1,0,0,34,34
Chhattisgarh,1933,21,0,0,0,0,21,21
Chhattisgarh,1932,42,0,1,0,0,43,43
Chhattisgarh,1931,12,0,1,0,0,13,13
Chhattisgarh,1930,28,0,6,1,0,35,35
Chhattisgarh,1929,19,0,3,1,0,23,23
Chhattisgarh,1928,33,0,4,0,0,37,37
Chhattisgarh,1927,13,0,3,0,0,16,16
Chhattisgarh,1926,16,0,2,0,0,18,18
Chhattisgarh,1925,20,0,5,0,0,25,25
Chhattisgarh,1924,14,0,5,1,0,20,20
Chhattisgarh,1923,12,0,5,2,0,19,19
Chhattisgarh,1922,20,0,3,0,0,23,23
Chhattisgarh,1921,6,0,1,0,0,7,7
Chhattisgarh,1920,21,0,1,0,0,22,22
Chhattisgarh,1919,23,0,4,0,0,27,27
Chhattisgarh,1918,17,0,6,0,0,23,23
Chhattisgarh,1917,16,0,1,0,0,17,17
Chhattisgarh,1916,14,0,1,0,0,15,15
Chhattisgarh,1915,11,0,0,0,0,11,11
Chhattisgarh,1914,25,0,0,0,0,25,25
Chhattisgarh,1913,25,0,1,1,0,27,27
Chhattisgarh,1912,16,0,3,0,0,19,19
Chhattisgarh,1911,17,0,2,0,0,19,19
Chhattisgarh,1910,32,0,6,1,0,39,39
Chhattisgarh,1909,8,0,1,0,0,9,9
Chhattisgarh,1908,22,0,2,0,0,24,24
Chhattisgarh,1907,20,1,0,0,0,21,21
Chhattisgarh,1906,22,0,1,0,0,23,23
Chhattisgarh,1905,44,0,0,0,0,44,44
Chhattisgarh,1904,19,0,1,0,0,20,20
Chhattisgarh,1903,19,1,0,0,0,20,20
Chhattisgarh,1902,29,1,1,0,0,31,31
Chhattisgarh,1901,45,0,0,0,0,45,45
Chhattisgarh,1900,16,0,0,0,0,16,16
Chhattisgarh,1899,3,0,0,0,0,3,3
Chhattisgarh,1898,16,0,0,0,0,16,16
Chhattisgarh,1897,1,0,0,0,0,1,1
Chhattisgarh,1896,7,0,0,0,0,7,7
Chhattisgarh,1895,8,0,0,0,0,8,8
Chhattisgarh,1894,2,0,0,0,0,2,2
Chhattisgarh,1893,6,0,0,0,0,6,6
Chhattisgarh,1892,8,0,0,0,0,8,8
Chhattisgarh,1891,6,0,0,0,0,6,6
Chhattisgarh,1890,22,0,0,0,0,22,22
Chhattisgarh,1889,7,0,0,0,0,7,7
Chhattisgarh,1888,7,0,0,0,0,7,7
Chhattisgarh,1887,5,0,0,0,0,5,5
Chhattisgarh,1886,7,0,0,0,0,7,7
Chhattisgarh,1885,25,0,1,0,0,26,26
Chhattisgarh,1884,10,0,0,0,0,10,10
Chhattisgarh,1883,3,0,0,0,0,3,3
Chhattisgarh,1882,0,0,0,1,0,1,1
Chhattisgarh,1881,6,0,0,0,0,6,6
Chhattisgarh,1880,9,0,0,0,0,9,9
Chhattisgarh,1879,4,0,0,0,0,4,4
Chhattisgarh,1878,3,0,0,0,0,3,3
Chhattisgarh,1876,1,0,0,0,0,1,1
Chhattisgarh,1875,8,0,0,0,0,8,8
Chhattisgarh,1874,5,0,0,0,0,5,5
Chhattisgarh,1872,2,0,0,0,0,2,2
Chhattisgarh,1871,4,0,0,0,0,4,4
Chhattisgarh,1870,2,0,0,0,0,2,2
Chhattisgarh,1869,3,0,0,0,0,3,3
Chhattisgarh,1866,2,0,0,0,0,2,2
Chhattisgarh,1864,1,0,0,0,0,1,1
Chhattisgarh,1863,1,0,0,0,0,1,1
Chhattisgarh,1862,3,0,0,0,0,3,3
Chhattisgarh,1861,4,0,0,0,0,4,4
Chhattisgarh,1860,3,0,0,0,0,3,3
Chhattisgarh,1859,1,0,0,0,0,1,1
Chhattisgarh,1858,2,0,0,0,0,2,2
Chhattisgarh,1856,1,0,0,0,0,1,1
Chhattisgarh,1854,3,0,0,0,0,3,3
Chhattisgarh,1853,1,0,0,0,0,1,1
Chhattisgarh,1850,1,0,0,0,0,1,1
Chhattisgarh,1844,1,0,0,0,0,1,1
Chhattisgarh,1836,1,0,0,0,0,1,1
Chhattisgarh,1834,1,0,0,0,0,1,1
Chhattisgarh,1833,1,0,0,0,0,1,1
Chhattisgarh,1825,1,0,0,0,0,1,1
Chhattisgarh,1818,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,2021,4,0,0,1,0,5,5
Dadra & Nagar Haveli and Daman & Diu,2020,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,2018,0,0,0,1,0,1,1
Dadra & Nagar Haveli and Daman & Diu,2017,1,0,0,1,0,2,2
Dadra & Nagar Haveli and Daman & Diu,2016,6,0,0,1,0,7,7
Dadra & Nagar Haveli and Daman & Diu,2015,0,0,0,1,0,1,1
Dadra & Nagar Haveli and Daman & Diu,2014,1,0,0,1,0,2,2
Dadra & Nagar Haveli and Daman & Diu,2013,3,0,0,0,0,3,3
Dadra & Nagar Haveli and Daman & Diu,2012,2,0,0,2,0,4,4
Dadra & Nagar Haveli and Daman & Diu,2011,4,0,0,3,0,7,7
Dadra & Nagar Haveli and Daman & Diu,2010,2,0,0,4,0,6,6
Dadra & Nagar Haveli and Daman & Diu,2009,4,0,0,8,0,12,12
Dadra & Nagar Haveli and Daman & Diu,2008,4,0,0,4,0,8,8
Dadra & Nagar Haveli and Daman & Diu,2007,19,0,0,5,0,24,24
Dadra & Nagar Haveli and Daman & Diu,2006,42,0,0,4,0,46,46
Dadra & Nagar Haveli and Daman & Diu,2005,1,0,0,2,0,3,3
Dadra & Nagar Haveli and Daman & Diu,2004,0,0,0,1,0,1,1
Dadra & Nagar Haveli and Daman & Diu,2003,1,1,0,1,0,3,3
Dadra & Nagar Haveli and Daman & Diu,2002,28,0,0,3,0,31,31
Dadra & Nagar Haveli and Daman & Diu,2001,2,0,0,1,0,3,3
Dadra & Nagar Haveli and Daman & Diu,2000,1,1,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1999,0,0,0,1,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1998,4,0,0,1,0,5,5
Dadra & Nagar Haveli and Daman & Diu,1996,6,0,0,1,0,7,7
Dadra & Nagar Haveli and Daman & Diu,1995,3,0,0,2,0,5,5
Dadra & Nagar Haveli and Daman & Diu,1994,17,0,0,1,0,18,18
Dadra & Nagar Haveli and Daman & Diu,1993,3,0,0,0,0,3,3
Dadra & Nagar Haveli and Daman & Diu,1992,5,0,0,1,0,6,6
Dadra & Nagar Haveli and Daman & Diu,1991,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1990,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1989,5,0,0,0,0,5,5
Dadra & Nagar Haveli and Daman & Diu,1988,1,1,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1987,2,1,0,0,0,3,3
Dadra & Nagar Haveli and Daman & Diu,1986,2,1,1,0,0,4,4
Dadra & Nagar Haveli and Daman & Diu,1985,0,0,0,1,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1984,7,0,0,0,0,7,7
Dadra & Nagar Haveli and Daman & Diu,1983,4,0,0,1,0,5,5
Dadra & Nagar Haveli and Daman & Diu,1982,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1981,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1980,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1979,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1978,3,0,0,0,1,4,4
Dadra & Nagar Haveli and Daman & Diu,1976,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1975,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1974,4,0,0,0,0,4,4
Dadra & Nagar Haveli and Daman & Diu,1973,7,0,0,0,0,7,7
Dadra & Nagar Haveli and Daman & Diu,1972,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1970,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1969,35,0,0,0,0,35,35
Dadra & Nagar Haveli and Daman & Diu,1968,23,0,0,1,0,24,24
Dadra & Nagar Haveli and Daman & Diu,1967,10,0,0,0,0,10,10
Dadra & Nagar Haveli and Daman & Diu,1966,7,0,1,0,0,8,8
Dadra & Nagar Haveli and Daman & Diu,1965,6,0,0,0,0,6,6
Dadra & Nagar Haveli and Daman & Diu,1964,7,0,0,1,0,8,8
Dadra & Nagar Haveli and Daman & Diu,1963,12,0,0,0,0,12,12
Dadra & Nagar Haveli and Daman & Diu,1962,18,0,1,2,0,21,21
Dadra & Nagar Haveli and Daman & Diu,1961,7,0,0,0,0,7,7
Dadra & Nagar Haveli and Daman & Diu,1960,3,0,0,0,0,3,3
Dadra & Nagar Haveli and Daman & Diu,1958,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1957,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1956,5,0,0,0,0,5,5
Dadra & Nagar Haveli and Daman & Diu,1955,18,0,0,0,0,18,18
Dadra & Nagar Haveli and Daman & Diu,1954,7,0,0,2,0,9,9
Dadra & Nagar Haveli and Daman & Diu,1953,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1952,0,0,0,1,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1951,1,0,0,2,0,3,3
Dadra & Nagar Haveli and Daman & Diu,1950,1,0,0,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1948,1,0,2,0,0,3,3
Dadra & Nagar Haveli and Daman & Diu,1942,0,0,1,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1932,2,0,0,0,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1931,0,0,1,0,0,1,1
Dadra & Nagar Haveli and Daman & Diu,1929,0,0,1,1,0,2,2
Dadra & Nagar Haveli and Daman & Diu,1882,1,0,0,0,0,1,1
Delhi,2021,14,0,0,6,0,20,20
Delhi,2020,0,0,0,2,0,2,2
Delhi,2019,10,1,0,3,0,14,14
Delhi,2018,2,0,0,2,0,4,4
Delhi,2017,16,1,0,3,0,20,20
Delhi,2016,18,0,0,7,0,25,25
Delhi,2015,5,0,0,8,0,13,13
Delhi,2014,15,1,0,323,0,339,339
Delhi,2013,26,0,0,21,0,47,47
Delhi,2012,26,0,0,9,0,35,35
Delhi,2011,22,1,0,19,0,42,42
Delhi,2010,14,1,0,28,0,43,43
Delhi,2009,17,0,0,55,0,72,72
Delhi,2008,8,0,0,36,0,44,44
Delhi,2007,20,1,0,44,0,65,65
Delhi,2006,15,0,0,145,0,160,160
Delhi,2005,15,0,0,120,0,135,135
Delhi,2004,33,0,0,82,0,115,115
Delhi,2003,26,5,0,64,0,95,95
Delhi,2002,30,0,0,64,0,94,94
Delhi,2001,24,0,0,52,0,76,76
Delhi,2000,31,0,0,185,0,216,216
Delhi,1999,19,1,0,52,0,72,72
Delhi,1998,40,0,0,65,0,105,105
Delhi,1997,23,2,0,59,0,84,84
Delhi,1996,33,1,1,75,0,110,110
Delhi,1995,38,0,1,83,0,122,122
Delhi,1994,41,1,1,80,0,123,123
Delhi,1993,23,1,1,58,0,83,83
Delhi,1992,49,0,0,51,0,100,100
Delhi,1991,28,1,0,52,0,81,81
Delhi,1990,56,0,0,71,0,127,127
Delhi,1989,51,0,1,77,0,129,129
Delhi,1988,39,2,2,71,0,114,114
Delhi,1987,42,1,0,37,0,80,80
Delhi,1986,38,2,1,45,0,86,86
Delhi,1985,43,3,1,46,0,93,93
Delhi,1984,53,2,0,39,0,94,94
Delhi,1983,37,3,1,36,0,77,77
Delhi,1982,49,1,0,32,0,82,82
Delhi,1981,35,4,1,25,0,65,65
Delhi,1980,70,0,1,42,0,113,113
Delhi,1979,48,0,0,23,0,71,71
Delhi,1978,61,0,2,17,0,80,80
Delhi,1977,23,0,3,13,0,39,39
Delhi,1976,95,1,1,10,0,107,107
Delhi,1975,42,1,5,17,0,65,65
Delhi,1974,47,0,2,11,0,60,60
Delhi,1973,45,1,5,11,0,62,62
Delhi,1972,61,2,7,11,0,81,81
